22055.5389637,13.3110461235
22060.8555396,1.85547399521
12298.6367322,3.20796489716
22171.5885204,2.49749803543
22060.8555396,1.24746108055
19674.9401697,8.97466206551
22060.8555396,1.59623289108
22060.8555396,1.49527096748
22060.8555396,1.48638510704
22060.8555396,1.39693188667
22104.9117409,1.55514192581
22060.8555396,1.55509591103
22060.8555396,1.44623303413
22102.0186421,1.20899915695
22060.8555396,1.15873908997
17209.4835282,1.40426397324
22060.8555396,1.25672698021
16817.6159391,1.72535991669
22048.0319583,2.60466098785
22060.8555396,1.59588384628
22148.068539,1.46244692802
22060.8555396,2.03740406036
22060.8555396,1.73324513435
22060.8555396,2.63199710846
16242.4773001,2.37196207047
22102.3932607,6.51277804375
16242.4773001,2.17449593544
22060.8555396,1.20959210396
21222.1824159,4.89068603516
22104.1344541,2.65144014359
22148.068539,2.35071516037
22102.3932607,7.92941188812
22171.5885204,2.45412611961
22111.7193341,6.38343715668
21289.5831909,3.34614300728
24007.1902436,1.75638484955
14244.9714361,3.40044188499
24117.9232243,1.82087206841
24007.1902436,1.50497102737
22898.40459,3.3478178978
24007.1902436,1.83525586128
24007.1902436,1.52130889893
24007.1902436,1.50739502907
24007.1902436,1.57257509232
24051.2464448,1.90698504448
24007.1902436,1.7944188118
24749.6251747,38.3078799248
22052.2770951,36.6831269264
